months_as_customer,age,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,_c39,claim_to_premium_ratio,policy_csl_limit
10,26,1,2000,765.64,0,1,4,11,0,1,0,-22200,0,0,0,0,4,4,3,3,0,0,3,0,31350,2850,5700,22800,6,6,2001,1,,40.89272670353751,100
158,33,2,2000,1327.41,0,0,0,5,16,2,0,-38600,2,2,2,2,4,2,0,1,0,0,0,0,35000,3500,7000,24500,11,21,2012,0,,26.347287358571524,100
436,59,2,1000,1338.55,0,1,6,10,2,3,39000,0,0,2,2,3,6,2,10,3,0,2,2,0,68000,13600,6800,47600,12,11,2014,0,,50.76331603896831,500
91,30,0,2000,1316.63,8000000,0,5,6,9,4,43900,0,0,2,1,2,4,3,13,3,1,2,0,0,84500,13000,13000,58500,2,38,2009,0,,64.13029454399187,250
256,42,0,1000,1286.44,0,0,4,13,3,5,0,-39500,2,1,1,3,6,3,14,1,0,2,1,0,75500,7550,15100,52850,9,35,1998,0,,58.643509600447395,500
274,46,2,1000,1372.18,0,1,2,3,3,1,0,0,0,2,2,2,6,5,22,3,0,1,3,0,90600,15100,15100,60400,2,37,2009,0,,65.9782402889643,500
275,45,1,2000,1447.77,0,0,0,0,4,5,39400,-63900,0,2,2,0,5,3,8,3,1,1,1,0,64320,5360,10720,48240,0,23,1998,0,,44.39628098317883,500
1,33,0,500,903.32,0,0,2,13,19,1,0,0,0,1,1,3,1,3,1,3,0,1,0,0,31700,6340,3170,22190,12,18,2006,0,,35.053963198867656,250
85,30,1,1000,1454.42,0,1,0,10,15,2,51600,-73900,2,2,0,2,1,6,19,1,1,0,1,1,74280,12380,12380,49520,11,15,2006,1,,51.036814115513046,500
233,37,0,2000,1603.42,0,0,2,11,18,5,61600,-30200,2,0,2,1,1,1,17,1,1,0,2,1,80520,13420,6710,60390,12,11,2005,0,,50.18636018000274,100
142,30,1,2000,1616.58,0,1,3,0,14,0,58500,-46800,0,1,0,2,4,2,13,3,1,0,3,1,63600,6360,12720,44520,4,30,2010,0,,39.31799354591427,250
266,44,0,500,1611.83,0,1,2,5,12,0,0,0,2,0,2,3,6,5,4,1,0,1,2,1,32800,3280,3280,26240,2,0,2012,0,,20.336923296317654,250
350,50,2,500,889.13,0,0,5,8,2,2,0,0,0,1,2,3,3,3,14,3,0,0,2,0,44190,9820,4910,29460,1,4,2015,0,,49.64443395908463,500
97,26,0,1000,1252.08,0,1,1,3,17,1,0,0,0,1,0,2,5,6,4,2,1,2,2,0,50400,10080,5040,35280,6,8,2000,1,,40.22089571296326,250
399,55,0,2000,995.56,0,1,3,12,17,1,0,-65400,0,2,2,3,1,3,23,3,1,1,1,1,88400,17680,8840,61880,9,29,2010,0,,88.70514570121217,500
305,49,0,2000,1347.92,0,0,2,4,3,3,0,-42100,0,0,2,1,1,2,21,3,1,0,2,0,66550,12100,6050,48400,13,20,2003,0,,49.33576490822287,100
276,47,1,1000,1724.09,0,1,6,2,19,3,0,0,0,1,1,3,1,0,23,3,1,0,0,0,65780,5980,11960,47840,3,34,2014,0,,38.131343871913934,100
257,40,1,500,1379.93,0,1,4,1,0,0,0,0,0,2,0,2,1,1,6,3,0,0,2,1,51810,9420,4710,37680,1,4,2002,1,,37.518194260389734,250
78,31,1,1000,1554.64,4000000,1,6,10,2,3,0,-27900,2,0,0,2,6,6,21,1,0,1,0,0,55660,5060,10120,40480,6,8,2009,1,,35.77948625646036,250
129,28,2,1000,1377.94,0,1,5,6,0,1,0,0,2,2,0,1,1,6,23,1,0,2,3,0,44640,9920,4960,29760,12,9,2005,0,,32.37269206782021,500
283,46,0,2000,1313.33,0,0,6,13,15,0,53500,-73600,0,0,0,0,1,5,3,3,0,1,3,0,77660,7060,14120,56480,9,26,2004,1,,59.08713945508358,500
85,25,1,500,1259.02,0,0,3,12,0,4,67000,-53600,1,1,3,4,4,3,8,1,0,2,2,0,5640,940,940,3760,9,35,2005,0,,4.476119426675767,250
101,26,0,1000,1371.88,0,0,4,9,15,0,0,0,1,1,3,4,5,0,4,1,0,2,2,0,3190,580,580,2030,11,21,1995,0,,2.323582541809918,500
96,30,2,500,1399.27,6000000,1,1,9,10,5,38900,-48700,2,2,2,1,0,0,22,1,0,0,0,1,53440,0,6680,46760,5,13,2004,0,,38.164068358245196,100
121,31,0,1000,1061.98,6000000,0,3,1,4,4,0,0,2,1,1,3,6,2,16,1,0,0,1,1,65250,7250,7250,50750,2,0,2002,0,,61.384033566012526,500
176,39,2,500,1365.46,4000000,1,1,1,17,4,0,-56600,0,2,1,1,4,1,14,3,0,2,1,0,44280,4920,4920,34440,3,32,2008,0,,32.40490025320902,250
159,37,0,1000,894.4,0,1,0,12,4,5,0,-53700,2,1,2,3,1,6,13,1,1,2,0,0,70290,7810,7810,54670,4,30,1999,0,,78.5012285012285,500
120,30,1,500,956.69,0,0,0,8,12,0,39600,-64300,2,0,1,2,1,2,20,1,0,1,1,1,87100,8710,8710,69680,10,1,2000,0,,90.94801031649072,250
212,35,1,2000,1123.89,0,1,4,8,18,4,35400,-49200,0,0,2,1,1,1,0,3,0,1,3,0,50380,4580,4580,41220,11,15,1996,0,,44.78660135657709,500
290,45,0,500,1085.03,0,0,3,11,6,5,0,-61000,0,2,2,3,5,0,23,3,1,2,2,0,64800,12960,6480,45360,1,4,2014,1,,59.66686003149084,100
299,42,2,2000,1437.33,0,0,0,2,12,5,25000,0,2,1,1,2,4,1,13,1,1,1,3,0,70400,12800,12800,44800,2,0,2000,0,,48.94565224948378,100
66,26,0,1000,988.29,0,1,1,1,16,3,0,0,2,1,0,3,1,3,8,1,0,2,2,1,57860,0,10520,47340,11,19,2008,1,,58.48638922863872,250
334,47,0,500,1238.89,0,1,5,10,17,2,0,0,3,1,1,4,6,3,3,1,0,0,3,0,6240,960,960,4320,5,16,2011,0,,5.032704514110122,500
216,38,1,1000,1384.64,5000000,0,0,12,2,4,0,0,2,1,2,3,5,1,16,1,0,2,3,0,66600,16650,11100,38850,7,17,2012,1,,48.064432320083135,100
86,28,1,2000,1595.07,0,1,6,13,10,4,75800,0,2,2,1,3,5,2,19,1,1,0,2,1,70920,11820,11820,47280,7,36,2002,0,,44.4341413597148,100
429,56,2,1000,1127.89,6000000,1,0,6,16,3,67400,-43800,2,1,1,0,6,6,0,1,1,2,0,1,39480,6580,6580,26320,11,15,2002,0,,34.97240652322192,250
257,43,1,2000,929.7,6000000,0,6,5,0,0,46400,-74300,2,0,2,2,5,0,12,1,0,2,2,1,63240,10540,5270,47430,8,12,2005,0,,67.94885570001074,500
15,34,0,1000,1829.63,0,1,3,12,6,1,56700,0,0,2,2,2,4,0,21,3,1,1,0,0,67650,12300,6150,49200,1,5,2009,0,,36.954491076842395,100
230,39,0,1000,904.7,7000000,0,4,2,3,4,68600,-22300,2,0,0,1,4,5,0,1,0,1,3,0,74200,14840,14840,44520,0,33,2002,1,,81.92558242243568,100
250,43,2,1000,1243.84,0,0,3,12,14,3,47900,-73400,2,2,1,2,5,1,22,1,1,1,3,0,64900,12980,12980,38940,13,20,2011,0,,52.13521416406928,500
270,44,0,2000,1030.95,0,0,0,6,13,2,47200,0,0,1,0,0,0,3,20,3,0,1,0,0,35900,7180,3590,25130,1,4,2007,1,,34.78850719511604,500
65,26,1,500,1285.03,3000000,0,2,2,4,4,0,-41500,2,1,1,1,5,5,0,1,0,1,3,0,52200,5220,10440,36540,6,8,2011,0,,40.59003289192321,100
475,57,2,500,1216.56,0,1,5,0,16,3,67400,-83200,2,0,1,3,4,2,20,1,0,0,2,0,78000,6500,13000,58500,11,15,2000,0,,64.06255133217255,100
77,27,1,2000,966.26,0,0,2,0,0,3,56400,-32800,0,0,1,0,1,6,1,3,1,0,0,0,67200,6720,6720,53760,13,28,1995,0,,69.4745983499783,500
256,43,2,500,1203.17,0,0,4,9,9,4,56700,-65600,2,1,2,1,6,2,11,1,0,0,0,0,63250,11500,5750,46000,9,35,1997,0,,52.52580615693797,100
229,37,0,2000,1212.12,0,0,4,2,13,1,65600,0,0,2,0,2,6,1,14,3,1,1,1,1,68760,11460,5730,51570,5,16,1995,0,,56.68029543656028,250
110,28,2,1000,1573.93,0,1,1,7,12,2,30400,0,0,2,1,3,1,6,20,3,1,0,2,0,65040,10840,10840,43360,11,19,2010,0,,41.297073520727906,250
177,33,0,1000,1609.67,0,1,1,0,19,5,0,-13200,2,2,0,0,4,6,22,1,0,1,3,0,82800,20700,13800,48300,7,17,2004,1,,51.40717837918382,100
292,44,2,500,1097.57,0,1,6,8,1,4,0,0,2,2,2,2,4,1,12,1,0,1,0,1,61700,6170,6170,49360,10,2,2005,0,,56.16392218975577,500
451,61,1,2000,1618.65,2000000,0,0,13,14,4,0,-42600,0,1,0,0,2,1,3,3,1,2,1,1,78100,15620,7810,54670,3,34,1997,1,,48.220294508072726,250
61,24,1,500,922.67,0,0,1,8,13,2,47400,0,0,1,0,0,4,3,15,3,1,2,1,0,65520,9360,9360,46800,12,18,2011,1,,70.93442463217383,100
150,30,1,1000,1342.02,0,1,4,9,14,3,0,0,1,1,3,4,5,0,8,1,1,0,2,0,4500,450,450,3600,10,2,1999,0,,3.350657473455347,100
283,41,2,500,1195.01,0,0,0,11,15,3,60700,-54300,0,2,0,2,6,3,13,3,0,0,2,0,42700,0,6100,36600,8,24,2011,1,,35.702042625061665,100
291,46,2,1000,994.74,0,0,2,0,14,3,0,-55300,1,1,1,3,4,2,8,1,0,2,2,1,5580,620,620,4340,13,28,2005,1,,5.603872496836524,500
162,31,1,1000,1050.24,0,0,5,0,5,5,30700,0,1,1,1,4,0,0,7,1,0,0,0,0,3600,360,720,2520,2,37,2013,1,,3.4245272249914387,100
154,36,0,2000,1313.51,7000000,0,5,3,7,3,68500,0,3,1,3,4,4,4,9,1,0,2,0,0,2800,280,280,2240,13,28,2015,0,,2.1300712813139495,250
289,47,2,2000,1102.29,0,0,0,0,10,3,73000,-37900,2,0,1,0,5,3,15,1,0,1,0,1,54000,6000,6000,42000,12,18,1996,0,,48.944520479656305,500
10,19,1,1000,1185.78,0,0,3,2,19,5,0,-60700,2,2,1,3,0,3,5,1,0,0,2,0,48950,4450,8900,35600,0,33,2011,1,,41.246060769477076,250
309,47,0,500,1527.95,0,1,6,3,10,2,69400,0,0,1,0,2,6,3,15,4,1,0,1,0,77800,15560,15560,46680,4,30,2002,0,,50.88459400241996,500
396,57,1,1000,1366.39,0,1,2,10,8,2,0,-22400,0,0,0,2,0,1,22,3,1,2,1,0,52560,11680,5840,35040,10,2,1995,0,,38.43819246886404,100
273,41,2,1000,1403.9,0,0,6,4,7,3,0,0,0,2,2,3,5,5,16,2,0,1,2,1,44110,4010,8020,32080,6,6,2015,0,,31.397252473485654,500
129,30,0,2000,927.23,0,0,6,11,18,0,51500,0,2,0,2,2,4,2,7,1,0,1,3,0,74360,13520,6760,54080,11,15,2009,0,,80.10945563060879,500
140,31,2,2000,1554.86,6000000,0,3,1,0,5,59000,0,1,1,1,4,6,0,2,1,1,1,2,0,6120,680,680,4760,6,10,2002,1,,3.93351586903706,250
419,53,0,2000,736.07,6000000,1,1,13,5,4,45700,0,0,2,1,3,4,3,17,4,0,0,0,1,62280,5190,10380,46710,11,15,2012,0,,84.4967235133705,500
315,44,0,1000,974.16,6000000,0,5,11,15,2,0,-56800,0,0,2,2,1,6,12,3,0,1,0,1,26730,4860,4860,17010,13,20,2006,0,,27.410886418638995,250
72,29,2,500,973.8,0,0,0,2,8,3,0,-85900,2,1,0,0,6,0,9,1,0,1,0,0,66200,6620,6620,52960,4,27,2013,0,,67.91136643414033,500
32,26,2,2000,1260.32,6000000,1,3,7,14,1,0,-79800,2,2,2,1,5,4,16,1,0,1,2,0,45500,9100,4550,31850,12,11,2009,0,,36.07332001395364,100
230,41,1,1000,1464.03,0,1,3,13,17,3,0,0,0,2,1,0,1,6,19,3,0,2,0,0,53040,4420,4420,44200,1,4,2006,0,,36.20403677740388,100
157,32,2,2000,617.11,0,1,1,7,15,2,0,-54100,0,0,0,2,5,1,14,3,0,1,2,0,50800,10160,5080,35560,8,12,2013,1,,82.18601866981605,100
265,41,1,2000,1724.46,6000000,0,0,2,17,3,81800,0,0,2,2,3,4,3,18,3,0,1,3,0,44200,4420,4420,35360,1,5,2014,0,,25.61635737716319,250
47,34,0,500,1161.31,0,0,6,3,0,2,64800,-24300,2,0,1,3,4,6,23,1,1,1,3,0,62920,11440,5720,45760,3,25,2012,0,,54.133578821484804,500
113,29,2,2000,1091.73,0,1,6,3,9,1,36100,-42300,0,1,1,2,1,6,15,3,0,0,2,1,49950,5550,5550,38850,9,35,2004,1,,45.711200388018995,250
289,46,0,2000,1209.07,0,1,3,1,5,4,0,0,2,1,1,0,0,0,18,1,1,0,1,1,56430,6270,6270,43890,2,0,1995,1,,46.63366582098556,250
254,41,0,2000,1241.04,0,0,5,10,2,3,0,0,2,0,1,3,1,5,16,1,0,2,2,1,100210,18220,18220,63770,1,5,2014,0,,80.68178158513413,250
115,30,2,500,1757.21,0,1,2,9,0,5,46400,0,0,0,1,1,1,3,12,3,0,1,0,1,49140,5460,5460,38220,5,14,2007,0,,27.948879826641868,500
236,38,2,1000,802.24,0,0,1,7,13,1,0,-62500,2,2,0,0,6,4,16,1,0,0,1,0,66840,16710,5570,44560,8,12,2014,0,,83.21298740102584,250
7,21,1,1000,1342.72,0,1,0,6,4,5,0,-45300,2,0,2,2,1,2,21,1,0,1,2,0,62460,6940,6940,48580,6,6,2003,0,,46.48289822284404,500
208,36,2,2000,1209.41,5000000,1,3,6,0,5,0,0,0,2,2,2,1,1,15,3,1,0,1,0,62810,11420,11420,39970,9,35,1999,0,,51.891507836187735,100
126,33,2,1000,1141.71,2000000,0,3,8,17,3,36700,-73400,2,0,0,0,6,4,21,1,1,1,2,0,54160,6770,6770,40620,11,21,2009,0,,47.396102248164446,500
48,35,0,500,1090.03,0,0,3,3,9,4,0,-51000,2,1,0,0,6,0,1,1,1,0,2,0,48400,9680,4840,33880,10,1,2005,0,,44.36174990605208,100
297,48,1,1000,1464.73,3000000,1,6,3,9,2,54900,-36700,0,2,2,1,1,0,17,3,0,0,0,0,51480,5720,5720,40040,12,18,2013,0,,35.122430461271854,250
160,36,2,1000,1118.58,0,0,2,9,2,0,0,-36600,0,1,2,1,1,1,5,3,0,2,1,0,51700,5170,10340,36190,10,3,2003,0,,46.178031047357045,100
406,58,2,2000,1117.04,0,1,4,3,18,3,0,-42700,0,0,2,2,6,3,15,3,0,1,2,0,65520,10920,5460,49140,13,20,2009,0,,58.60255447032307,250
157,31,1,500,1257.83,7000000,1,2,4,15,3,40700,-41600,0,1,0,2,2,0,2,4,0,2,2,0,47700,4770,9540,33390,0,33,2011,1,,37.892328590834346,500
146,31,2,2000,1082.72,0,0,6,6,18,1,61400,-57500,3,1,1,4,4,3,3,1,1,2,0,0,5220,580,580,4060,0,23,2015,0,,4.816742331967667,250
409,57,1,1000,1191.8,6000000,1,2,10,8,4,55600,0,2,2,0,2,1,5,19,1,0,1,0,0,73320,6110,12220,54990,5,16,2012,0,,61.46881287726358,100
252,46,1,1000,1242.02,0,1,5,0,7,5,0,-28800,2,0,1,1,5,2,17,1,1,0,2,1,74900,14980,7490,52430,7,17,2003,0,,60.25647214043217,100
6,27,2,500,1075.71,0,0,2,9,7,4,0,-47400,3,1,3,3,6,1,7,1,0,0,1,1,3190,580,290,2320,10,3,2015,0,,2.9627290542485905,250
103,33,1,1000,969.88,6000000,1,4,1,8,3,0,0,2,1,1,0,1,1,21,1,0,1,0,1,76920,12820,6410,57690,3,25,2002,0,,79.22709294660514,100
369,53,2,2000,1459.93,0,0,5,8,18,1,0,0,0,0,2,3,6,6,10,2,1,1,3,0,77990,7090,14180,56720,7,36,2012,0,,53.38380346765416,250
261,46,0,1000,1245.61,0,1,4,13,0,3,0,0,2,0,2,1,1,1,11,1,1,1,0,0,59670,9180,9180,41310,5,13,2008,0,,47.865812082367384,500
159,33,1,2000,1462.76,0,0,1,2,16,0,69200,-36900,0,1,0,0,1,1,23,3,1,2,0,0,44880,8160,4080,32640,8,7,2004,1,,30.660764059681917,100
344,51,1,2000,1398.46,0,1,0,11,16,2,0,0,2,2,1,0,0,3,14,1,0,0,2,0,82830,7530,15060,60240,1,5,2004,0,,59.18711503008303,100
437,60,2,1000,1269.64,0,0,1,1,6,4,48800,0,2,0,1,2,4,5,10,1,0,1,3,0,84480,7680,15360,61440,3,32,2012,1,,66.48618019265881,500
65,30,1,500,1455.65,4000000,0,1,13,16,5,0,-66300,0,2,2,1,6,2,6,3,0,2,3,0,79800,15960,7980,55860,6,10,1999,0,,54.78323550612707,100
280,41,2,2000,1140.31,0,1,4,0,8,0,29300,-64700,0,1,1,3,6,0,10,3,0,0,3,1,53020,9640,9640,33740,12,11,1999,0,,46.455388982835515,500
269,45,1,500,1330.46,0,0,2,6,17,5,54800,-64100,0,2,2,3,5,2,5,3,0,0,0,0,24200,2200,4400,17600,11,15,2008,0,,18.175536628963695,500
275,40,2,2000,1190.6,0,1,5,3,4,4,0,-45300,2,1,1,1,2,5,17,1,0,1,3,1,43230,7860,7860,27510,3,32,2001,0,,36.278952668680766,250
265,45,2,500,972.5,0,0,1,3,6,4,0,0,3,1,3,4,0,6,3,1,0,2,3,0,3190,290,580,2320,5,13,1995,0,,3.2768361581920904,250
283,43,1,2000,1161.91,0,0,0,0,14,1,0,-50400,1,1,1,4,6,4,9,1,0,0,3,0,5850,1300,650,3900,2,22,2006,0,,5.030483872354696,100
84,29,2,1000,1117.17,0,0,2,6,18,1,0,-29900,1,1,3,3,4,0,6,1,1,2,0,1,6820,620,1240,4960,2,0,2005,0,,6.099251455503188,250
247,44,2,2000,1101.51,0,0,1,4,4,1,64000,0,0,0,1,1,1,5,22,3,0,2,2,0,69480,11580,11580,46320,3,34,2008,0,,63.01983655477048,250
56,29,0,1000,1523.17,0,1,5,9,12,3,0,0,0,0,0,1,3,3,10,3,0,1,2,1,94560,7880,15760,70920,7,17,1995,0,,62.0403235859517,100
210,39,2,1000,984.45,0,1,0,1,13,4,0,0,3,1,1,4,0,5,4,1,1,1,2,0,7800,780,780,6240,4,30,1997,0,,7.915165660358212,500
108,32,2,2000,1257.0,4000000,0,2,6,1,4,63900,-43700,2,0,2,2,6,4,23,1,0,1,3,0,61270,5570,11140,44560,11,21,1999,0,,48.70429252782194,500
328,49,2,500,1434.51,0,0,5,13,3,5,0,0,2,1,2,3,1,5,19,1,0,0,2,1,71440,8930,8930,53580,8,24,2005,0,,49.76628515301182,500
186,37,2,2000,1628.0,0,0,3,8,8,4,0,0,2,1,2,0,1,2,22,1,1,1,2,1,55600,11120,5560,38920,7,17,2009,0,,34.13136893799877,250
277,44,1,500,1412.31,0,1,2,8,2,4,0,0,3,1,3,3,0,5,6,1,0,1,3,0,5000,1000,500,3500,7,36,2005,0,,3.537794256037246,500
138,33,0,500,1362.87,5000000,0,3,3,13,3,56900,-56900,2,2,1,2,1,6,6,1,0,2,0,0,95810,14740,14740,66330,2,37,2007,0,,70.24863073460081,250
208,41,1,1000,1134.68,0,0,1,12,5,0,0,0,2,1,0,0,4,3,18,1,0,2,2,0,69300,6930,13860,48510,13,20,1996,0,,61.02071005917159,100
147,37,1,1000,1306.78,0,1,4,9,18,2,0,0,2,0,2,0,4,3,22,1,0,1,0,0,81120,13520,20280,47320,12,9,1995,0,,62.028781599351575,250
8,21,1,500,1021.9,0,1,2,5,10,0,0,0,2,0,0,2,6,1,21,1,0,0,0,0,91260,14040,14040,63180,12,11,2012,0,,89.21693225144197,500
297,48,1,1000,1538.6,0,0,4,7,11,5,0,-54700,2,2,1,1,4,3,12,1,0,0,0,0,60600,6060,12120,42420,5,16,2004,0,,39.360872954014035,100
150,31,1,1000,1354.5,0,1,5,6,0,0,52800,0,0,0,0,0,1,0,6,3,0,0,3,1,64800,6480,12960,45360,11,15,2000,1,,47.805237919586865,500
4,34,2,500,1282.93,0,0,1,3,1,2,0,0,0,2,0,3,6,4,0,4,0,0,0,0,66880,6080,12160,48640,3,32,1996,1,,52.0900672155024,500
210,35,0,1000,1346.27,0,1,5,4,6,1,44900,-91400,2,0,2,0,6,0,11,1,0,0,2,0,58200,5820,5820,46560,2,37,2013,0,,43.19846801309315,500
91,31,1,1000,1338.4,4000000,0,2,8,14,3,63600,0,2,2,1,3,0,2,19,1,0,1,0,0,60570,6730,6730,47110,9,26,2011,0,,45.22174107809467,100
167,36,0,1000,949.44,0,0,5,3,4,2,0,-38400,0,1,0,0,0,6,22,3,0,0,0,0,69680,8710,8710,52260,8,24,2008,1,,73.31341273515424,100
467,58,1,2000,977.4,0,1,5,13,3,3,82200,0,2,0,2,1,1,1,2,1,1,2,3,0,55700,5570,11140,38990,9,26,2014,0,,56.92968111201962,500
264,47,1,2000,1181.46,10000000,0,3,13,17,2,0,-67400,0,0,2,0,2,0,16,4,1,1,2,1,62370,5670,5670,51030,4,27,2001,0,,52.74597026537895,250
270,45,2,500,1187.53,0,0,6,8,19,1,83200,-53300,0,2,2,2,5,1,23,3,0,0,0,1,54340,9880,0,44460,10,1,2005,0,,45.720343617746295,500
310,48,2,1000,845.16,0,0,5,8,0,2,0,0,2,0,0,3,0,3,21,1,1,1,0,0,55170,6130,6130,42910,1,5,2005,1,,65.20043490592796,100
143,34,0,500,1442.27,0,1,1,8,8,5,67900,0,2,0,1,2,1,1,10,1,0,2,3,1,58500,11700,5850,40950,4,30,1999,0,,40.53295641148226,100
146,32,2,2000,1276.43,0,1,0,8,16,3,0,0,2,1,0,1,0,5,12,1,0,0,3,0,59940,6660,6660,46620,6,8,1995,0,,46.92233625325849,100
102,28,2,500,1075.41,0,1,4,6,15,5,55200,0,2,2,2,3,3,3,6,1,0,1,0,0,73400,7340,7340,58720,4,27,1996,0,,68.18963034531451,250
61,23,0,500,1111.72,0,1,3,3,3,2,54600,0,2,2,0,1,3,5,6,1,0,1,2,0,41850,4650,4650,32550,11,21,1997,0,,37.61053993816953,100
255,44,2,2000,814.96,6000000,0,6,8,5,1,68500,0,1,1,3,3,0,2,7,1,0,2,2,0,6400,640,1280,4480,8,24,2005,1,,7.843521741261826,500
211,40,0,1000,1575.86,0,0,6,7,17,3,0,0,3,1,3,3,6,4,3,1,0,1,1,0,3190,580,290,2320,1,5,2004,0,,2.023007749578276,500
61,29,1,1000,1115.27,0,1,3,5,14,4,0,-66000,1,1,3,4,5,2,10,1,1,2,1,1,5900,590,590,4720,9,29,2010,0,,5.285459611026006,250
108,31,1,2000,1175.7,0,1,5,10,19,1,0,0,2,1,2,1,1,1,14,1,0,0,2,0,57330,6370,6370,44590,4,27,2006,0,,48.720999405116004,500
303,50,2,500,793.15,0,1,4,12,2,3,54600,-45500,0,0,2,2,6,2,17,3,0,0,3,0,81960,13660,13660,54640,4,27,2008,0,,103.20468425360448,100
152,33,1,500,942.51,0,0,6,13,8,5,0,0,2,2,0,1,4,2,16,1,1,0,0,0,70400,6400,19200,44800,11,21,2001,1,,74.61500143082745,250
120,34,1,1000,1056.71,0,0,3,10,13,1,77900,0,1,1,1,4,5,1,3,1,0,2,1,0,3770,580,580,2610,7,17,2002,0,,3.5643040152782897,500
144,36,1,2000,1255.68,6000000,0,0,11,15,2,23600,-15600,1,1,1,4,0,0,7,1,0,0,0,0,7400,740,1480,5180,4,27,2014,0,,5.888531686666454,500
414,52,1,500,1335.13,0,0,2,4,5,4,44000,-71000,2,1,2,3,4,3,13,1,1,1,1,0,54810,6090,6090,42630,3,32,1999,1,,41.021457492908624,500
163,37,1,500,1178.95,6000000,0,3,8,7,3,0,-67300,2,1,2,1,1,6,20,1,1,2,3,1,49400,4940,9880,34580,7,36,2005,0,,41.86618077037163,250
352,53,0,500,1793.16,0,1,0,12,8,5,0,0,2,0,1,1,0,5,23,1,1,2,2,0,68750,12500,6250,50000,3,25,2009,0,,38.31876755696259,250
27,32,2,500,1008.38,0,0,6,0,19,2,37900,0,2,0,2,0,4,0,11,1,0,1,0,0,61500,12300,6150,43050,4,27,2013,0,,60.92849075670213,100
239,39,0,500,1396.83,0,0,5,7,15,0,0,0,0,1,0,0,6,3,0,4,0,0,3,0,76890,6990,13980,55920,2,38,2007,0,,55.006688939284466,100
33,32,2,500,1402.78,5000000,0,6,7,0,0,70300,-50300,2,1,1,0,1,4,2,1,1,0,1,0,56070,6230,12460,37380,12,9,2012,0,,39.94215617831854,100
88,30,1,1000,1437.88,0,0,1,13,15,0,42800,-51200,2,2,2,1,4,4,3,1,0,2,0,1,56000,14000,0,42000,3,25,2003,0,,38.91915934615812,100
101,33,0,1000,1313.64,0,0,1,8,2,4,12100,0,1,1,3,4,1,2,3,1,1,1,0,0,4290,780,390,3120,1,4,1997,0,,3.2632507758778067,500
20,37,0,500,1482.14,0,0,0,13,15,0,33000,-43600,0,1,2,2,1,0,15,3,0,2,1,0,60750,6750,6750,47250,11,15,2003,0,,40.96039483797888,250
126,30,0,2000,1171.75,0,0,0,6,2,1,46500,-42700,2,2,1,2,1,3,23,1,0,2,3,0,48730,4430,4430,39870,3,25,2011,0,,41.55190790876146,250
264,43,0,2000,1353.33,0,1,0,0,18,1,0,-8500,0,0,1,3,6,6,9,3,1,2,0,0,95150,17300,17300,60550,5,13,2007,0,,70.25614141309725,500
78,24,1,500,1175.51,0,1,5,2,19,0,0,0,3,1,1,3,1,1,20,1,0,0,1,1,7480,680,680,6120,4,27,2003,0,,6.357787014135027,100
123,28,0,2000,1836.02,0,1,5,13,12,3,38000,-41200,2,2,0,0,0,5,5,1,0,2,1,1,79800,13300,6650,59850,13,28,2011,1,,43.43991899924878,100
347,51,2,500,1480.79,9000000,0,4,8,2,4,0,-12100,2,2,2,2,0,2,15,1,1,0,2,0,103560,8630,17260,77670,7,36,1997,0,,69.88844573117649,500
163,38,1,2000,1453.92,0,0,6,7,19,2,51700,0,2,2,1,0,1,2,13,1,1,2,3,0,79500,15900,7950,55650,0,23,1995,0,,54.64217963874302,500
271,44,2,500,1340.71,0,0,2,12,0,2,0,0,2,1,1,2,4,5,16,1,0,2,2,0,76230,6930,13860,55440,13,28,1997,1,,56.81555626774787,250
410,54,0,2000,714.03,0,1,4,10,2,3,0,-17000,2,2,1,0,6,3,0,1,1,0,2,0,59520,9920,9920,39680,6,6,2001,0,,83.24126260436626,100
448,57,0,2000,1376.16,0,0,6,12,10,3,38600,-50300,0,0,0,3,4,0,10,3,0,2,1,0,47760,5970,5970,35820,11,19,2013,1,,34.68006622324203,100
218,41,0,500,914.22,0,1,3,9,9,5,37900,-72900,0,2,2,3,1,6,14,3,0,2,0,0,84590,15380,7690,61520,10,2,2013,0,,92.42586481938768,100
43,38,2,1000,1601.47,0,1,6,5,16,2,64400,0,0,0,2,2,4,1,1,3,1,2,2,0,61650,6850,6850,47950,9,35,2006,0,,38.471859067564445,500
33,33,0,1000,1096.79,6000000,0,0,5,7,4,45500,-60600,2,1,0,3,5,6,16,1,0,2,1,0,81400,8140,8140,65120,2,22,1998,0,,74.14897202561511,500
126,34,1,2000,1078.22,0,0,5,13,4,5,54500,0,0,2,0,1,4,3,2,3,0,0,1,1,58410,10620,5310,42480,3,34,2007,0,,54.122421749040974,100
411,56,0,1000,1595.28,0,0,1,10,8,2,0,0,0,2,0,0,5,6,23,3,0,0,0,0,38610,3510,3510,31590,13,28,2007,0,,24.187485904728494,250
